id,article_1,income_1,category_1,percentage_1,article_2,income_2,category_2,percentage_2,article_3,income_3,category_3,percentage_3,article_4,income_4,category_4,percentage_4,article_5,income_5,category_5,percentage_5,article_6,income_6,category_6,percentage_6,article_7,income_7,category_7,percentage_7,article_8,income_8,category_8,percentage_8,article_9,income_9,category_9,percentage_9,article_10,income_10,category_10,percentage_10,article_11,income_11,category_11,percentage_11,article_12,income_12,category_12,percentage_12,article_13,income_13,category_13,percentage_13,article_14,income_14,category_14,percentage_14,article_15,income_15,category_15,percentage_15,article_16,income_16,category_16,percentage_16,article_17,income_17,category_17,percentage_17,article_18,income_18,category_18,percentage_18,article_19,income_19,category_19,percentage_19,article_20,income_20,category_20,percentage_20,article_21,income_21,category_21,percentage_21,article_22,income_22,category_22,percentage_22,article_23,income_23,category_23,percentage_23,article_24,income_24,category_24,percentage_24,article_25,income_25,category_25,percentage_25,article_26,income_26,category_26,percentage_26,article_27,income_27,category_27,percentage_27,article_28,income_28,category_28,percentage_28,article_29,income_29,category_29,percentage_29,article_30,income_30,category_30,percentage_30,article_31,income_31,category_31,percentage_31,article_32,income_32,category_32,percentage_32,article_33,income_33,category_33,percentage_33,article_34,income_34,category_34,percentage_34,article_35,income_35,category_35,percentage_35,article_36,income_36,category_36,percentage_36,article_37,income_37,category_37,percentage_37,article_38,income_38,category_38,percentage_38,article_39,income_39,category_39,percentage_39,article_40,income_40,category_40,percentage_40,article_41,income_41,category_41,percentage_41,article_42,income_42,category_42,percentage_42,article_43,income_43,category_43,percentage_43,article_44,income_44,category_44,percentage_44,article_45,income_45,category_45,percentage_45,article_46,income_46,category_46,percentage_46,article_47,income_47,category_47,percentage_47,article_48,income_48,category_48,percentage_48,article_49,income_49,category_49,percentage_49,article_50,income_50,category_50,percentage_50,article_51,income_51,category_51,percentage_51,article_52,income_52,category_52,percentage_52,article_53,income_53,category_53,percentage_53,article_54,income_54,category_54,percentage_54,article_55,income_55,category_55,percentage_55
193,Prod_1,65023.58558,A,0.187704444,Prod_5,30446.37074,A,0.087889941,Prod_20,25213.92089,A,0.072785359,Prod_9,20289.88296,A,0.058571073,Prod_6,18677.12027,A,0.05391549,Prod_38,15800.63697,A,0.045611908,Prod_17,15756.42791,A,0.045484289,Prod_21,15316.65916,A,0.044214802,Prod_15,14910.70486,A,0.043042929,Prod_24,8080.906755,A,0.02332726,Prod_8,8035.025859,A,0.023194815,Prod_11,7999.951955,A,0.023093567,Prod_12,7387.278651,A,0.021324955,Prod_7,7286.235232,A,0.021033272,Prod_2,7102.762564,A,0.020503639,Prod_16,6933.525802,A,0.020015101,Prod_18,6471.814383,B,0.018682272,Prod_13,5710.526942,B,0.016484654,Prod_19,5498.186885,B,0.015871689,Prod_32,4927.963118,B,0.014225616,Prod_23,4919.394661,B,0.014200882,Prod_31,4734.027659,B,0.01366578,Prod_14,3978.17387,B,0.011483847,Prod_22,3975.460365,B,0.011476014,Prod_27,3731.686831,B,0.01077231,Prod_33,2982.898268,B,0.008610772,Prod_29,2793.666878,B,0.008064515,Prod_30,2453.545856,B,0.007082683,Prod_35,2424.926753,B,0.007000068,Prod_43,2378.413846,C,0.006865799,Prod_41,2183.761204,C,0.006303892,Prod_4,2158.247748,C,0.006230242,Prod_10,1868.014764,C,0.005392423,Prod_25,1614.26952,C,0.004659933,Prod_34,1610.901155,C,0.00465021,Prod_40,1437.868042,C,0.004150713,Prod_26,778.7626272,C,0.002248064,Prod_39,704.4254974,C,0.002033474,Prod_52,679.3394368,C,0.001961058,Prod_49,540.6454425,C,0.001560688,Prod_3,514.2249034,C,0.00148442,Prod_42,338.7027739,C,0.000977738,Prod_28,287.6556928,C,0.000830379,Prod_36,165.4335445,C,0.000477559,Prod_37,84.59604618,C,0.000244205,Prod_58,67.27424959,C,0.000194201,Prod_57,59.88183318,C,0.000172862,Prod_44,50.06786608,C,0.000144532,Prod_45,28.98280726,C,8.36651E-005,,,,,,,,,,,,,,,,,,,,,,,,
194,Prod_1,48395.04204,A,0.160612516,Prod_5,23359.18625,A,0.077524009,Prod_20,20514.58345,A,0.068083397,Prod_9,18131.86291,A,0.060175671,Prod_21,17380.44907,A,0.057681893,Prod_6,16328.36082,A,0.054190244,Prod_15,13545.91102,A,0.044955904,Prod_17,13006.28694,A,0.04316501,Prod_38,12148.41979,A,0.040317937,Prod_23,9930.382689,A,0.032956759,Prod_19,9145.833131,A,0.030353012,Prod_11,8344.636124,A,0.027694015,Prod_24,7766.012422,A,0.02577369,Prod_8,7442.539009,A,0.024700152,Prod_2,7438.535936,A,0.024686867,Prod_7,7419.652255,A,0.024624196,Prod_12,7189.22835,B,0.02385947,Prod_27,6257.814797,B,0.020768313,Prod_18,4982.170526,B,0.01653473,Prod_31,4694.35045,B,0.015579518,Prod_32,3883.162105,B,0.012887362,Prod_41,3850.441029,B,0.012778768,Prod_22,3501.324212,B,0.011620126,Prod_30,2809.43472,B,0.009323897,Prod_14,2511.15435,B,0.00833397,Prod_16,2416.636284,B,0.008020285,Prod_25,2378.966818,B,0.007895268,Prod_10,2330.373305,C,0.007733997,Prod_43,2231.731373,C,0.007406626,Prod_26,1806.648614,C,0.00599587,Prod_35,1622.876711,C,0.005385971,Prod_13,1445.463573,C,0.004797176,Prod_29,1199.593674,C,0.003981188,Prod_4,945.0722869,C,0.003136487,Prod_33,894.4152575,C,0.002968368,Prod_39,780.1261239,C,0.002589067,Prod_52,721.1274396,C,0.002393264,Prod_36,638.1008144,C,0.002117716,Prod_42,500.3337727,C,0.001660498,Prod_40,486.5850796,C,0.001614869,Prod_28,391.5512375,C,0.001299473,Prod_49,227.3855552,C,0.000754643,Prod_3,110.0628094,C,0.000365274,Prod_53,68.01910896,C,0.00022574,Prod_34,46.46830255,C,0.000154218,Prod_57,44.91137489,C,0.000149051,Prod_58,22.42206403,C,7.44139E-005,Prod_37,21.14711188,C,7.01826E-005,Prod_45,8.716133497,C,2.89269E-005,,,,,,,,,,,,,,,,,,,,,,,,
195,Prod_1,29663.87609,A,0.132331049,Prod_5,19378.36036,A,0.086447191,Prod_17,19124.09242,A,0.085312897,Prod_20,14672.22764,A,0.065453054,Prod_9,11804.54151,A,0.052660258,Prod_15,11441.88472,A,0.05104244,Prod_21,9218.942926,A,0.041125859,Prod_6,8600.076393,A,0.038365085,Prod_23,8295.20803,A,0.037005062,Prod_24,6341.823427,A,0.028290981,Prod_22,6315.0296,A,0.028171453,Prod_12,5980.21627,A,0.026677845,Prod_11,5855.805179,A,0.026122845,Prod_2,5744.450272,A,0.025626089,Prod_8,4730.768746,A,0.021104039,Prod_7,4640.871147,A,0.020703004,Prod_43,4538.675059,A,0.020247106,Prod_31,4466.669771,B,0.019925889,Prod_35,4323.749863,B,0.019288321,Prod_33,4064.915347,B,0.018133656,Prod_18,3915.931565,B,0.017469036,Prod_30,3576.057683,B,0.015952853,Prod_19,3223.072558,B,0.014378181,Prod_38,3113.999266,B,0.013891603,Prod_32,2791.460352,B,0.012452751,Prod_27,2154.184227,B,0.009609852,Prod_16,1858.650175,B,0.00829147,Prod_13,1743.06041,B,0.007775822,Prod_14,1687.874017,C,0.007529634,Prod_39,1681.601639,C,0.007501653,Prod_41,1525.071438,C,0.006803369,Prod_10,1409.298729,C,0.006286905,Prod_26,939.4970584,C,0.004191112,Prod_3,854.2703462,C,0.003810914,Prod_25,801.3131157,C,0.003574671,Prod_4,725.4709736,C,0.003236338,Prod_29,579.6720572,C,0.002585927,Prod_52,484.9960217,C,0.002163575,Prod_42,411.2690299,C,0.001834678,Prod_49,388.2487406,C,0.001731984,Prod_53,361.9216413,C,0.001614539,Prod_34,185.8815595,C,0.000829221,Prod_37,184.2908864,C,0.000822125,Prod_40,133.6447378,C,0.000596191,Prod_36,102.4112418,C,0.000456858,Prod_48,47.34656944,C,0.000211214,Prod_58,44.84412807,C,0.00020005,Prod_28,29.46518869,C,0.000131445,Prod_44,7.152552297,C,3.19077E-005,,,,,,,,,,,,,,,,,,,,,,,,
196,Prod_1,47049.16595,A,0.143941987,Prod_5,32061.14432,A,0.098087707,Prod_20,25992.24101,A,0.079520534,Prod_6,21691.26146,A,0.066362139,Prod_9,21557.18881,A,0.065951957,Prod_21,18336.50542,A,0.056098614,Prod_13,13641.73439,A,0.041735455,Prod_15,13143.52726,A,0.040211243,Prod_17,12503.14321,A,0.038252055,Prod_11,10078.72889,A,0.030834814,Prod_7,9795.72113,A,0.029968981,Prod_12,9100.565255,A,0.027842225,Prod_24,9098.97145,A,0.027837348,Prod_8,8582.967799,A,0.026258689,Prod_2,8151.966183,A,0.024940085,Prod_22,7165.073264,B,0.02192079,Prod_38,5324.544045,B,0.016289884,Prod_32,4830.425011,B,0.014778179,Prod_27,4754.913362,B,0.014547159,Prod_18,4309.523866,B,0.013184536,Prod_23,4027.903759,B,0.012322949,Prod_31,3979.407883,B,0.012174581,Prod_30,3804.991483,B,0.011640972,Prod_43,3555.189767,B,0.01087673,Prod_16,2589.621814,B,0.007922676,Prod_19,2291.32564,B,0.00701007,Prod_10,1967.611526,B,0.006019701,Prod_26,1819.021563,C,0.005565106,Prod_14,1638.025251,C,0.005011366,Prod_41,1614.034971,C,0.004937971,Prod_33,1569.556271,C,0.004801893,Prod_39,1553.587919,C,0.004753039,Prod_29,1513.55962,C,0.004630577,Prod_25,1297.25028,C,0.003968801,Prod_4,1282.917229,C,0.003924951,Prod_35,1112.514919,C,0.003403623,Prod_49,824.8773866,C,0.002523626,Prod_52,592.1514877,C,0.001811625,Prod_40,535.8359504,C,0.001639334,Prod_36,421.4651877,C,0.001289429,Prod_28,374.5428734,C,0.001145875,Prod_42,358.743827,C,0.001097539,Prod_3,278.1441304,C,0.000850953,Prod_34,154.8943418,C,0.000473883,Prod_37,152.4852142,C,0.000466513,Prod_48,142.0397083,C,0.000434556,Prod_45,122.025869,C,0.000373325,Prod_58,89.68825613,C,0.000274392,Prod_57,14.9704583,C,4.58005E-005,Prod_44,14.30510459,C,0.000043765,,,,,,,,,,,,,,,,,,,,
197,Prod_1,36638.34912,A,0.132015622,Prod_5,29577.09355,A,0.106572444,Prod_20,22623.44213,A,0.081516986,Prod_9,17153.41694,A,0.061807343,Prod_6,16050.59875,A,0.057833659,Prod_17,15514.53992,A,0.055902127,Prod_15,12095.13434,A,0.043581295,Prod_21,10507.06961,A,0.037859166,Prod_7,9062.284603,A,0.032653304,Prod_24,8731.655042,A,0.031461976,Prod_2,8289.152882,A,0.029867549,Prod_12,8188.008577,A,0.029503105,Prod_11,8023.846664,A,0.028911595,Prod_23,7799.10023,A,0.028101787,Prod_8,6488.192519,A,0.023378312,Prod_19,5871.415942,B,0.021155938,Prod_27,5647.452605,B,0.020348951,Prod_22,5139.272242,B,0.018517871,Prod_30,4637.727639,B,0.016710701,Prod_18,4243.709401,B,0.015290971,Prod_10,4044.211772,B,0.014572139,Prod_38,3786.768208,B,0.013644517,Prod_14,2854.893017,B,0.010286776,Prod_31,2779.422057,B,0.010014838,Prod_32,2533.878654,B,0.009130094,Prod_29,2286.453286,B,0.008238569,Prod_41,2051.86963,B,0.007393315,Prod_25,1767.695934,C,0.006369378,Prod_33,1545.751497,C,0.005569665,Prod_43,1518.055737,C,0.005469872,Prod_16,1340.507996,C,0.00483013,Prod_52,1238.811109,C,0.004463695,Prod_35,1199.944134,C,0.004323649,Prod_49,1046.210022,C,0.003769713,Prod_4,984.4924366,C,0.003547332,Prod_26,895.1095412,C,0.003225267,Prod_39,651.0035606,C,0.002345702,Prod_40,454.4898068,C,0.001637622,Prod_3,417.5078185,C,0.001504368,Prod_42,394.2233232,C,0.001420469,Prod_13,370.1405568,C,0.001333694,Prod_28,365.4276365,C,0.001316712,Prod_36,362.3817789,C,0.001305737,Prod_34,139.4049076,C,0.000502305,Prod_44,128.7497968,C,0.000463912,Prod_58,44.84412807,C,0.000161583,Prod_37,31.72351732,C,0.000114306,Prod_57,14.9704583,C,5.39417E-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Prod_15,28228.01923,A,0.102682053,Prod_20,24371.84156,A,0.088654847,Prod_5,23870.13871,A,0.086829856,Prod_1,23569.41829,A,0.085735957,Prod_17,20250.22907,A,0.073662097,Prod_9,16892.09435,A,0.061446569,Prod_6,14683.50655,A,0.053412624,Prod_11,8981.056304,A,0.03266943,Prod_21,8813.793178,A,0.032060995,Prod_7,8196.408634,A,0.029815201,Prod_8,7883.91126,A,0.028678462,Prod_2,6715.991828,A,0.024430047,Prod_14,6551.654379,A,0.023832254,Prod_24,6379.381952,A,0.023205597,Prod_12,6116.032146,A,0.022247637,Prod_27,5624.419579,A,0.020459351,Prod_32,4635.834795,B,0.016863281,Prod_18,4363.552837,B,0.01587283,Prod_31,4335.263285,B,0.015769925,Prod_23,4194.08748,B,0.015256384,Prod_10,4147.951263,B,0.01508856,Prod_38,3440.781337,B,0.012516163,Prod_4,3311.250118,B,0.012044981,Prod_22,3193.300713,B,0.011615929,Prod_19,2713.013409,B,0.009868839,Prod_25,2693.545984,B,0.009798025,Prod_30,2229.946604,B,0.008111639,Prod_16,2198.819457,B,0.007998411,Prod_49,2172.257751,B,0.00790179,Prod_13,2094.051927,C,0.007617309,Prod_29,1891.966522,C,0.006882205,Prod_41,1566.484872,C,0.005698235,Prod_52,1375.039669,C,0.005001835,Prod_33,1113.995631,C,0.004052263,Prod_26,1064.725255,C,0.003873037,Prod_40,832.3266977,C,0.003027666,Prod_35,790.3520891,C,0.002874979,Prod_34,697.0412369,C,0.002535553,Prod_28,650.6649894,C,0.002366855,Prod_42,576.804068,C,0.002098179,Prod_43,495.2009126,C,0.00180134,Prod_36,303.2948315,C,0.001103263,Prod_39,287.3757842,C,0.001045356,Prod_46,168.1481876,C,0.000611655,Prod_3,97.65934256,C,0.000355245,Prod_37,84.59224686,C,0.000307712,Prod_58,44.84412807,C,0.000163125,Prod_57,14.9704583,C,5.44564E-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Prod_1,54592.49924,A,0.159324498,Prod_5,23862.17482,A,0.069640135,Prod_17,19851.2117,A,0.057934412,Prod_20,19371.76235,A,0.056535171,Prod_15,18282.05505,A,0.053354935,Prod_9,15866.21996,A,0.046304484,Prod_23,15754.22076,A,0.045977622,Prod_6,14874.4326,A,0.04341002,Prod_21,13198.56788,A,0.038519123,Prod_7,10914.09494,A,0.031852044,Prod_12,10788.92942,A,0.031486757,Prod_11,10323.0437,A,0.030127101,Prod_2,8870.87288,A,0.025889039,Prod_8,8832.173862,A,0.025776099,Prod_27,8791.567257,A,0.025657591,Prod_24,7308.683341,A,0.021329895,Prod_18,7077.10467,A,0.020654049,Prod_43,6108.695854,B,0.017827814,Prod_19,5932.619544,B,0.017313947,Prod_32,4924.490826,B,0.014371792,Prod_38,4920.956591,B,0.014361477,Prod_30,4539.843239,B,0.013249224,Prod_31,4338.025018,B,0.012660231,Prod_10,3841.658453,B,0.011211619,Prod_16,3756.226991,B,0.010962293,Prod_22,3679.074107,B,0.010737128,Prod_49,3579.920292,B,0.010447754,Prod_13,3567.246995,B,0.010410768,Prod_14,3367.912306,B,0.009829023,Prod_29,3147.878044,B,0.009186868,Prod_33,2580.590517,C,0.007531278,Prod_39,2388.753878,C,0.006971416,Prod_26,2208.960875,C,0.006446702,Prod_25,2191.301312,C,0.006395164,Prod_41,2044.026359,C,0.005965352,Prod_52,1752.849872,C,0.005115573,Prod_35,1147.918952,C,0.003350123,Prod_4,954.307302,C,0.002785081,Prod_28,875.1501463,C,0.002554066,Prod_40,587.2135769,C,0.001713743,Prod_34,495.6674601,C,0.001446572,Prod_42,459.7782779,C,0.001341832,Prod_3,228.8217917,C,0.000667801,Prod_48,120.7949646,C,0.000352532,Prod_58,89.69228488,C,0.000261761,Prod_36,82.71677224,C,0.000241403,Prod_44,78.67807526,C,0.000229617,Prod_37,52.28247416,C,0.000152583,Prod_46,37.36626391,C,0.000109051,Prod_45,8.716133497,C,2.54374E-005,,,,,,,,,,,,,,,,,,,,
200,Prod_1,37964.21003,A,0.117447273,Prod_20,30404.48004,A,0.094060255,Prod_5,27011.71096,A,0.083564278,Prod_9,22919.88307,A,0.07090567,Prod_6,19077.60886,A,0.05901909,Prod_15,18811.75213,A,0.058196627,Prod_17,18357.56921,A,0.056791553,Prod_21,13028.69211,A,0.040305971,Prod_11,9591.159813,A,0.029671513,Prod_12,9393.827478,A,0.02906104,Prod_8,9267.728933,A,0.028670937,Prod_7,9155.041283,A,0.028322323,Prod_24,8312.588874,A,0.025716086,Prod_18,8060.109721,A,0.024935009,Prod_22,6999.548036,A,0.021654022,Prod_2,5737.885249,A,0.017750902,Prod_30,5004.889152,B,0.015483282,Prod_23,4752.053552,B,0.014701102,Prod_43,4701.612106,B,0.014545055,Prod_38,4459.550965,B,0.013796207,Prod_31,4362.61564,B,0.013496325,Prod_27,4300.571143,B,0.013304382,Prod_32,3896.822098,B,0.012055331,Prod_10,3731.233963,B,0.011543063,Prod_52,3204.178018,B,0.009912546,Prod_14,3178.569136,B,0.009833321,Prod_19,2988.258482,B,0.00924457,Prod_29,2801.690174,B,0.008667397,Prod_39,2780.238761,B,0.008601034,Prod_33,2758.156543,B,0.00853272,Prod_25,2149.27498,C,0.006649065,Prod_26,1981.098304,C,0.006128788,Prod_41,1918.017778,C,0.00593364,Prod_13,1906.397867,C,0.005897692,Prod_16,1633.152549,C,0.005052372,Prod_4,1421.310757,C,0.004397012,Prod_49,1173.212705,C,0.003629488,Prod_40,1030.514914,C,0.003188033,Prod_35,858.5312363,C,0.002655979,Prod_28,678.611041,C,0.002099372,Prod_36,618.4134221,C,0.001913143,Prod_42,494.8324919,C,0.001530829,Prod_37,126.89027,C,0.000392552,Prod_34,61.95773673,C,0.000191674,Prod_45,52.29680098,C,0.000161787,Prod_3,36.10874541,C,0.000111707,Prod_57,29.94091659,C,9.26262E-005,Prod_48,23.18757652,C,7.17338E-005,Prod_58,22.42206403,C,6.93656E-005,Prod_44,14.30510459,C,4.42547E-005,,,,,,,,,,,,,,,,,,,,
201,Prod_1,92437.95939,A,0.18349643,Prod_17,31920.23573,A,0.063364113,Prod_6,30905.08601,A,0.061348963,Prod_20,30839.87133,A,0.061219507,Prod_5,29385.67686,A,0.05833282,Prod_15,24125.71823,A,0.047891399,Prod_9,19875.37022,A,0.039454132,Prod_12,17658.50291,A,0.035053481,Prod_21,17351.10438,A,0.034443271,Prod_8,16597.86688,A,0.032948037,Prod_23,12333.54412,A,0.02448303,Prod_22,11892.28988,A,0.023607106,Prod_2,11185.70819,A,0.022204488,Prod_7,11173.39202,A,0.022180039,Prod_30,10898.1148,A,0.021633593,Prod_24,10643.64389,A,0.021128448,Prod_31,10242.29445,A,0.020331739,Prod_11,9921.826888,A,0.019695586,Prod_35,9888.354346,B,0.019629141,Prod_45,8733.819471,B,0.017337301,Prod_13,7296.880266,B,0.014484866,Prod_27,7070.401545,B,0.014035289,Prod_19,6684.190084,B,0.013268629,Prod_38,6420.288291,B,0.012744764,Prod_18,6191.873862,B,0.012291344,Prod_10,5697.331798,B,0.01130964,Prod_43,5265.522005,B,0.010452465,Prod_32,5119.301159,B,0.010162205,Prod_33,4384.372886,B,0.008703316,Prod_39,3970.73024,B,0.007882204,Prod_14,3570.959979,C,0.007088629,Prod_49,2806.034511,C,0.005570193,Prod_41,2733.076054,C,0.005425365,Prod_16,2731.739036,C,0.005422711,Prod_25,2604.271425,C,0.005169678,Prod_52,2601.135869,C,0.005163454,Prod_4,2524.556417,C,0.005011438,Prod_29,2302.554845,C,0.004570748,Prod_36,1217.793459,C,0.002417413,Prod_26,1056.957707,C,0.002098142,Prod_37,721.1169836,C,0.001431472,Prod_28,657.6278615,C,0.001305442,Prod_34,547.2961242,C,0.001086425,Prod_40,376.3019491,C,0.000746988,Prod_42,336.7494153,C,0.000668473,Prod_44,286.1020919,C,0.000567935,Prod_3,259.7075105,C,0.000515539,Prod_57,134.7341247,C,0.000267458,Prod_58,89.69228488,C,0.000178046,Prod_48,70.53414595,C,0.000140016,Prod_46,18.68313195,C,3.70874E-005,,,,,,,,,,,,,,,,
202,Prod_15,94815.14087,A,0.221603073,Prod_20,41522.46675,A,0.097046802,Prod_1,33775.36349,A,0.078940181,Prod_9,25403.45274,A,0.059373251,Prod_5,25219.18328,A,0.058942575,Prod_21,20621.04356,A,0.048195748,Prod_6,19067.35305,A,0.044564444,Prod_16,18015.82083,A,0.04210679,Prod_12,14030.4688,A,0.032792178,Prod_17,13806.55044,A,0.032268834,Prod_18,11768.77031,A,0.02750611,Prod_8,8818.432369,A,0.020610545,Prod_22,8461.105934,A,0.019775397,Prod_2,7455.485146,B,0.017425048,Prod_24,7404.069502,B,0.017304879,Prod_7,6542.7507,B,0.015291795,Prod_11,6415.419813,B,0.014994195,Prod_30,6086.215222,B,0.014224774,Prod_13,5187.536232,B,0.012124371,Prod_35,4563.279097,B,0.01066535,Prod_38,4344.277268,B,0.010153496,Prod_32,3779.334065,B,0.008833104,Prod_19,3756.220905,B,0.008779084,Prod_43,3660.092535,B,0.008554412,Prod_23,3566.615392,B,0.008335936,Prod_40,3370.902516,B,0.007878513,Prod_31,3357.22545,B,0.007846547,Prod_27,3279.663882,C,0.007665269,Prod_14,2779.780166,C,0.006496935,Prod_10,2508.2139,C,0.005862227,Prod_29,1948.32632,C,0.004553651,Prod_4,1791.022477,C,0.004185999,Prod_25,1693.342005,C,0.003957699,Prod_3,1554.991483,C,0.003634345,Prod_41,1479.018736,C,0.00345678,Prod_33,1139.167271,C,0.002662475,Prod_26,913.8492549,C,0.002135859,Prod_39,796.2765946,C,0.001861067,Prod_56,654.7080428,C,0.001530191,Prod_28,637.5753514,C,0.001490149,Prod_52,446.8434611,C,0.001044368,Prod_49,338.6593376,C,0.000791519,Prod_36,303.3019088,C,0.000708881,Prod_42,228.8793884,C,0.00053494,Prod_34,185.8787764,C,0.000434438,Prod_48,139.1504568,C,0.000325224,Prod_44,100.1357322,C,0.000234038,Prod_51,53.41946337,C,0.000124853,Prod_45,52.29680098,C,0.000122229,Prod_37,21.14901155,C,4.94297E-005,,,,,,,,,,,,,,,,,,,,
203,Prod_1,36789.94451,A,0.120446603,Prod_15,26011.78725,A,0.085159993,Prod_5,25915.47556,A,0.084844678,Prod_9,22152.02287,A,0.07252351,Prod_20,20929.11081,A,0.068519818,Prod_17,18869.78853,A,0.061777803,Prod_6,16092.67371,A,0.052685806,Prod_21,11696.53619,A,0.038293291,Prod_12,11377.38922,A,0.037248436,Prod_18,10306.88128,A,0.0337437,Prod_11,9786.246843,A,0.032039195,Prod_7,8744.099486,A,0.028627308,Prod_24,7197.049706,A,0.023562422,Prod_2,6938.26854,A,0.022715198,Prod_8,6655.028613,A,0.021787899,Prod_22,6221.385894,B,0.020368196,Prod_16,5626.067521,B,0.018419183,Prod_32,5281.582674,B,0.017291374,Prod_30,4779.917008,B,0.015648971,Prod_19,4129.046126,B,0.013518085,Prod_23,4084.966426,B,0.013373772,Prod_27,3793.079367,B,0.012418163,Prod_31,3411.058132,B,0.011167464,Prod_38,3363.913786,B,0.011013118,Prod_43,3355.64286,B,0.01098604,Prod_14,2882.463377,B,0.009436897,Prod_10,2816.009314,B,0.009219333,Prod_49,2453.764334,C,0.008033379,Prod_41,1552.680705,C,0.005083322,Prod_33,1473.553368,C,0.004824267,Prod_35,1449.276131,C,0.004744785,Prod_13,1420.261294,C,0.004649794,Prod_29,1199.589334,C,0.003927336,Prod_26,1083.654123,C,0.003547775,Prod_4,1063.635285,C,0.003482236,Prod_39,976.4891438,C,0.003196928,Prod_25,911.0932181,C,0.002982828,Prod_52,597.6007346,C,0.001956485,Prod_28,477.8145554,C,0.001564317,Prod_42,357.3326775,C,0.001169871,Prod_48,281.1651674,C,0.000920507,Prod_37,253.7653426,C,0.000830802,Prod_40,227.7306116,C,0.000745567,Prod_34,170.3893422,C,0.000557838,Prod_36,129.9834992,C,0.000425553,Prod_3,72.21749082,C,0.000236433,Prod_57,59.88183318,C,0.000196047,Prod_58,22.42206403,C,7.34076E-005,Prod_45,4.358066748,C,1.42679E-005,,,,,,,,,,,,,,,,,,,,,,,,
204,Prod_1,35386.25964,A,0.129585166,Prod_15,32262.95188,A,0.118147552,Prod_5,27596.41434,A,0.101058602,Prod_20,21341.4697,A,0.078152874,Prod_9,18973.63695,A,0.069481825,Prod_6,15826.96435,A,0.057958649,Prod_21,12930.29664,A,0.047350996,Prod_7,7954.16299,A,0.029128298,Prod_11,7035.698648,A,0.025764864,Prod_12,6785.058633,A,0.024847016,Prod_2,6717.75699,A,0.024600556,Prod_24,6681.305968,A,0.024467071,Prod_17,6284.386129,A,0.023013543,Prod_8,6201.908245,A,0.022711508,Prod_22,4830.35493,A,0.017688853,Prod_27,4718.474789,B,0.017279146,Prod_18,4183.136456,B,0.015318726,Prod_38,3940.551663,B,0.014430376,Prod_32,3774.901444,B,0.013823762,Prod_30,3652.35469,B,0.013374993,Prod_16,3504.526398,B,0.012833643,Prod_19,3101.983592,B,0.011359524,Prod_13,2990.533965,B,0.010951393,Prod_10,2937.506229,B,0.010757205,Prod_14,2606.5666,B,0.009545297,Prod_31,2106.282755,B,0.007713248,Prod_23,1993.926656,B,0.007301798,Prod_41,1973.200378,B,0.007225898,Prod_4,1760.458887,C,0.006446834,Prod_43,1734.206639,C,0.006350698,Prod_35,1620.544493,C,0.005934465,Prod_49,1428.416706,C,0.00523089,Prod_26,1343.371514,C,0.004919452,Prod_29,1143.229536,C,0.004186529,Prod_25,1046.215517,C,0.003831261,Prod_33,978.9250259,C,0.003584842,Prod_52,808.3127778,C,0.002960057,Prod_40,661.6894412,C,0.00242312,Prod_39,560.3526551,C,0.002052022,Prod_28,359.0315112,C,0.00131478,Prod_36,358.442885,C,0.001312625,Prod_37,283.7196755,C,0.001038987,Prod_34,247.83373,C,0.000907572,Prod_42,197.2989203,C,0.000722512,Prod_3,148.9460797,C,0.000545443,Prod_58,44.84412807,C,0.00016422,Prod_48,23.18757652,C,8.49134E-005,Prod_57,14.9704583,C,5.48221E-005,Prod_45,9.660935753,C,3.53785E-005,Prod_44,7.152552297,C,2.61928E-005,,,,,,,,,,,,,,,,,,,,
